#separator:tab
#html:true
#notetype:Basic
#deck:APFC::2 Discrimination
#tags column:3
<b><b>After <i>if, unless, until, when, before, after, as soon as</i>, a future is expressed by the present</b></b><br><br>The correct fact — and the distractor you must refuse?	&#10003; If the employer <b>remits</b> the arrears, no penalty will follow<br><br>&#10007; <i>Not</i> If the employer <b>will remit</b>	APFC::M08::F8_4 syllabus::english-quant type::discrimination
<b><b><i>It is time / it is high time</i> + past tense</b></b><br><br>The correct fact — and the distractor you must refuse?	&#10003; It is time the employer <b>paid</b> the arrears<br><br>&#10007; <i>Not</i> It is time the employer <b>pays</b>	APFC::M08::F8_4 syllabus::english-quant type::discrimination
<b><b><i>wish, as if, as though</i> + <i>were</b></i></b><br><br>The correct fact — and the distractor you must refuse?	&#10003; He speaks as if he <b>were</b> the Commissioner<br><br>&#10007; <i>Not</i> as if he <b>was</b>	APFC::M08::F8_4 syllabus::english-quant type::discrimination
<b><b><i>would rather</i> + bare infinitive</b></b><br><br>The correct fact — and the distractor you must refuse?	&#10003; He would rather <b>resign</b> than accept a transfer<br><br>&#10007; <i>Not</i> would rather <b>to resign</b>	APFC::M08::F8_4 syllabus::english-quant type::discrimination
<b><b>After a preposition, the object form</b></b><br><br>The correct fact — and the distractor you must refuse?	&#10003; between you <b>and me</b> · for you and <b>me</b><br><br>&#10007; <i>Not</i> between you and <b>I</b>	APFC::M08::F8_4 syllabus::english-quant type::discrimination
<b><b>After <i>than</i> or <i>as</i>, the subject form</b> (a verb is understood)</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; He is senior to me, but I am older <b>than he</b> <i>(is)</i><br><br>&#10007; <i>Not</i> older <b>than him</b> <i>(in formal use)</i>	APFC::M08::F8_4 syllabus::english-quant type::discrimination
<b><b><i>Each, every, everyone, anyone, none</i> take a singular pronoun</b></b><br><br>The correct fact — and the distractor you must refuse?	&#10003; Everyone must sign <b>his</b> own declaration<br><br>&#10007; <i>Not</i> Everyone must sign <b>their</b> own	APFC::M08::F8_4 syllabus::english-quant type::discrimination
<b><b>A reflexive cannot be a subject, and needs an antecedent</b></b><br><br>The correct fact — and the distractor you must refuse?	&#10003; The Commissioner and <b>I</b> examined the file<br><br>&#10007; <i>Not</i> The Commissioner and <b>myself</b> examined	APFC::M08::F8_4 syllabus::english-quant type::discrimination
<b><b><i>Who</i> for the subject, <i>whom</i> for the object</b></b><br><br>The correct fact — and the distractor you must refuse?	&#10003; the officer <b>who</b> signed · the officer <b>whom</b> we heard	APFC::M08::F8_4 syllabus::english-quant type::discrimination
<b><b>A pronoun needs one unmistakable antecedent</b></b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <i>The employer told the inspector that the employer's records were missing</i><br><br>&#10007; <i>Not</i> <i>…that <b>his</b> records were missing</i> — whose?	APFC::M08::F8_4 syllabus::english-quant type::discrimination
Right or wrong, and why?<br><br>The report was not only late <b>but also it was incomplete</b>	&#10007; Wrong.<br><br>&#10003; not only late <b>but also incomplete</b> <i>(adjective, adjective)</i>	APFC::M08::F8_4 syllabus::english-quant type::discrimination
Right or wrong, and why?<br><br>He is responsible for the inquiry <b>and to submit</b> a report	&#10007; Wrong.<br><br>&#10003; for the inquiry <b>and for submitting</b> a report	APFC::M08::F8_4 syllabus::english-quant type::discrimination
Right or wrong, and why?<br><br>She likes <b>auditing</b> and <b>to prepare</b> accounts	&#10007; Wrong.<br><br>&#10003; <b>auditing</b> and <b>preparing</b>	APFC::M08::F8_4 syllabus::english-quant type::discrimination
Right or wrong, and why?<br><br><b>Do not</b> sit a mock	&#10007; Wrong.<br><br>&#10003; Read the <b>wall sheets</b> — three hours for all 34, or the twelve you are weakest on	APFC::M11::F11_3 syllabus::exam-craft type::discrimination
Right or wrong, and why?<br><br><b>Do not</b> open a chapter you have not read before	&#10007; Wrong.<br><br>&#10003; Re-read the <b>starred</b> error log entries only	APFC::M11::F11_3 syllabus::exam-craft type::discrimination
Right or wrong, and why?<br><br><b>Do not</b> attempt to learn a new topic	&#10007; Wrong.<br><br>&#10003; Check the <b>admit card, photo identity and the reporting time</b>; plan the journey	APFC::M11::F11_3 syllabus::exam-craft type::discrimination
Right or wrong, and why?<br><br><b>Do not</b> discuss the paper with other candidates	&#10007; Wrong.<br><br>&#10003; Re-read <b>F11.1 §1</b> — the marking arithmetic and the three passes	APFC::M11::F11_3 syllabus::exam-craft type::discrimination
Right or wrong, and why?<br><br><b>Do not</b> stay up late "finishing" anything	&#10007; Wrong.<br><br>&#10003; <b>Sleep normally.</b> Set two alarms	APFC::M11::F11_3 syllabus::exam-craft type::discrimination
<b>Provident fund, pension, insurance, ESI, gratuity, maternity, employees' compensation</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>Code on Social Security, 2020</b>, in force 21 Nov 2025<br><br>&#10007; <i>Not</i> EPF & MP Act 1952 · ESI Act 1948 · Gratuity Act 1972 · Maternity Benefit Act 1961 · Employees' Compensation Act 1923	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Provident fund scheme</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>EPF Scheme, 2026</b><br><br>&#10007; <i>Not</i> EPF Scheme, <b>1952</b>	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Pension scheme</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>EPS, 2026</b><br><br>&#10007; <i>Not</i> <b>EPS-95</b>, and the Family Pension Scheme, <b>1971</b>	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Deposit-linked insurance</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>EDLI Scheme, 2026</b><br><br>&#10007; <i>Not</i> EDLI Scheme, <b>1976</b>	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Wages, bonus, equal remuneration</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>Code on Wages, 2019</b>, in force 21 Nov 2025<br><br>&#10007; <i>Not</i> Payment of Wages 1936 · Minimum Wages 1948 · Payment of Bonus 1965 · Equal Remuneration 1976	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Unions, standing orders, disputes</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>Industrial Relations Code, 2020</b><br><br>&#10007; <i>Not</i> Trade Unions 1926 · Standing Orders 1946 · <b>Industrial Disputes Act 1947</b>	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Safety, contract labour, factories, migrants</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>OSH & WC Code, 2020</b><br><br>&#10007; <i>Not</i> Factories 1948 · Contract Labour 1970 · Inter-State Migrant Workmen 1979, and ten others	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>APFC's powers of inquiry and recovery</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>Chapter III, Code on Social Security</b> — APFCs notified as <b>Recovery Officers</b><br><br>&#10007; <i>Not</i> Section 7A of the 1952 Act <b>as a free-standing source</b>	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Provident fund wage ceiling</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>₹15,000</b> — see the notification caution below<br><br>&#10007; <i>Not</i> ₹6,500, the pre-September-2014 figure, and the commonest distractor of all	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Provident fund coverage threshold</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; 20 or more persons<br><br>&#10007; <i>Not</i> 10 — which is the <b>ESI</b> and <b>gratuity</b> threshold	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Employer's 12% split</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>8.33%</b> to pension, <b>3.67%</b> to provident fund — <b>unchanged by EPS 2026</b><br><br>&#10007; <i>Not</i> 8.67 and 3.33 — a pure digit swap	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Pension contribution cap</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; ₹1,250 a month, being 8.33% of ₹15,000<br><br>&#10007; <i>Not</i> ₹1,800, which is 12% of ₹15,000	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Central Government share in the pension scheme</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>1.16%</b> of wages<br><br>&#10007; <i>Not</i> 1.61% — digit reversal	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Deposit-linked insurance contribution</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; 0.50%, <b>employer only</b><br><br>&#10007; <i>Not</i> 1.00%, or any figure implying an employee share	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Maximum assurance under the insurance scheme</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>₹7 lakh</b>, on a <b>35×</b> multiplier plus a capped bonus<br><br>&#10007; <i>Not</i> ₹6 lakh — correct only <b>before April 2021</b>	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Pension superannuation age</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>58</b><br><br>&#10007; <i>Not</i> 60, imported from general retirement intuition	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Early pension</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; from <b>50</b>, reduced<br><br>&#10007; <i>Not</i> 55	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Minimum service for pension</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>10 years</b> eligible service<br><br>&#10007; <i>Not</i> 5 years — which is the <b>gratuity</b> rule	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Minimum monthly pension</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>₹1,000</b> — <b>expressly retained by EPS 2026</b><br><br>&#10007; <i>Not</i> ₹2,000, ₹3,000 (the last is PM-SYM)	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Pension claim settlement standard</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>20 days</b>, with <b>12% interest</b> where EPFO delays — <b>new under EPS 2026</b><br><br>&#10007; <i>Not</i> Any pre-2026 service standard	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>ESI wage ceiling</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>₹21,000</b> (₹25,000 for a person with disability)<br><br>&#10007; <i>Not</i> ₹15,000 (provident fund) or ₹24,000 (the old Payment of Wages ceiling)	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>ESI contribution</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; employer <b>3.25%</b>, employee <b>0.75%</b><br><br>&#10007; <i>Not</i> 4.75 and 1.75 — correct only <b>before July 2019</b>	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Gratuity ceiling</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>₹20 lakh</b><br><br>&#10007; <i>Not</i> ₹10 lakh — correct only <b>before March 2018</b>	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Gratuity qualifying service</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>5 years</b>, waived on death or disablement<br><br>&#10007; <i>Not</i> 10 years	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Minimum and maximum bonus</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>8.33%</b> and <b>20%</b><br><br>&#10007; <i>Not</i> 10%	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Maternity benefit</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>26 weeks</b> for the first two children<br><br>&#10007; <i>Not</i> 12 weeks — correct for the third child onward, <b>and</b> pre-2017	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Standing orders threshold</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>300</b> workers, IR Code<br><br>&#10007; <i>Not</i> <b>100</b> — the repealed 1946 Act figure	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Prior permission for retrenchment, layoff, closure</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>300</b> workers, IR Code<br><br>&#10007; <i>Not</i> <b>100</b> — the repealed ID Act Chapter VB figure	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Contract labour threshold</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>50</b>, OSH Code<br><br>&#10007; <i>Not</i> <b>20</b> — the repealed 1970 Act figure	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>Factory threshold</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>20</b> with power, <b>40</b> without, OSH Code<br><br>&#10007; <i>Not</i> <b>10</b> and <b>20</b> — the repealed Factories Act figures	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
<b>EPF interest rate, 2025-26</b><br><br>The correct fact — and the distractor you must refuse?	&#10003; <b>8.25%</b> — third consecutive year<br><br>&#10007; <i>Not</i> 8.15%, 8.10%, 8.50%	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Layoff / retrenchment</b>	Layoff is <b>temporary</b> inability to employ with the relationship intact; retrenchment is <b>permanent</b> termination for non-disciplinary reasons	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Retrenchment / closure</b>	Retrenchment ends the <b>worker's</b> employment; closure ends the <b>place</b> of employment	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Registration / recognition of a union</b>	Registration was <b>voluntary</b> under the repealed 1926 Act, which had <b>no recognition machinery at all</b>; recognition of a <b>negotiating union</b> arrived only with the <b>IR Code, 2020</b>	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Interest on delay / damages for default</b>	Interest is <b>compensatory</b> and at a fixed rate; damages are <b>penal</b> and graded by the period of default. Both now sit in the <b>Code on Social Security</b>; the old s.7Q and s.14B labels belong to the repealed 1952 Act	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Employee's / employer's contribution</b>	The employee's 12% goes <b>wholly</b> to provident fund; the <b>pension</b> diversion of 8.33% comes out of the <b>employer's</b> share	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>EDLI / EPS funding</b>	EDLI is funded by the <b>employer alone</b>; EPS additionally receives the Central Government's 1.16%	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>EPF / ESI applicability</b>	EPF at <b>20</b> or more with a <b>₹15,000</b> ceiling; ESI at <b>10</b> or more with a <b>₹21,000</b> ceiling	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Bonus eligibility / calculation ceiling</b>	Two <b>different</b> ceilings: one decides <b>who qualifies</b>, the other the <b>notional wage the bonus is computed on</b>. Knowing only one answers neither version of the question. Now governed by the <b>Code on Wages</b>, with the figures notified — verify before quoting either	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Gratuity / EPS qualifying service</b>	Gratuity needs <b>5</b> years, waived on death; EPS pension needs <b>10</b> years of eligible service	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>ID Act Chapter VA / VB</b>	VA covered <b>50–99</b> workmen; VB covered <b>100</b> or more and required <b>prior permission</b>. <b>Historical only</b> — the ID Act is repealed, and the IR Code sets the threshold at <b>300</b>	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>The repealed figure / the live figure</b>	<b>100</b> under the old ID Act; <b>300</b> under the IR Code — for standing orders <b>and</b> for retrenchment permission. Since 21 Nov 2025 only <b>300</b> is law	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Minimum wage / floor wage</b>	The <b>minimum wage</b> is fixed by the appropriate government for employments; the <b>floor wage</b> is a national statutory baseline introduced by the Code on Wages, below which no State may go	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Organised / formal</b>	<b>Organised</b> describes the <b>enterprise</b>; <b>formal</b> describes the <b>worker's</b> contract and social security — so a formal firm can employ informal workers	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Works Committee / Grievance Redressal</b>	Works Committee at <b>100</b> or more workmen; Grievance Redressal Machinery at <b>20</b> or more	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Central Board of Trustees / PFRDA</b>	The Board is <b>statutory</b> and governs EPFO, now under the <b>Code on Social Security</b>; PFRDA is a separate regulator and does <b>not</b> regulate EPFO's schemes	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Money Bill / Financial Bill</b>	Every Money Bill is a Financial Bill; only a Money Bill is <b>certified by the Speaker</b> and denies the Rajya Sabha any power beyond recommendation. <b>No joint sitting</b> for a Money Bill	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Article 358 / 359</b>	358 suspends <b>Article 19 automatically</b>, and only in an <b>external</b> emergency; 359 suspends the <b>enforcement</b> of specified rights by presidential order	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Articles 352 / 356 / 360</b>	<b>Special</b> majority within one month; <b>simple</b> majority within two months; and <b>never invoked</b>	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Article 32 / 226</b>	32 is itself a Fundamental Right and confined to Fundamental Rights, so relief cannot be refused; 226 is <b>wider</b> but <b>discretionary</b>	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Prohibition / certiorari</b>	Prohibition is <b>preventive</b> and stops proceedings; certiorari is <b>curative</b> and quashes an order already made	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Habeas corpus / the rest</b>	Habeas corpus is the <b>only</b> writ available against a <b>private</b> person	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Prorogation / dissolution</b>	Prorogation ends a <b>session</b>, by the President; dissolution ends the <b>life of the Lok Sabha</b>. The Rajya Sabha is <b>never</b> dissolved	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>No-confidence / censure</b>	No-confidence needs <b>no grounds</b>, lies only in the Lok Sabha, and targets the <b>whole</b> Council; censure <b>states grounds</b>, may target one minister, and compels nothing	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Policy / economy / token cut</b>	Reduce the demand <b>to ₹1</b>; by a <b>specified amount</b>; by exactly <b>₹100</b>	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Articles 72 / 161</b>	Only the <b>President</b> can pardon a <b>court-martial</b> sentence and a <b>death</b> sentence	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>52nd / 91st Amendment</b>	The 52nd created the Tenth Schedule; the <b>91st deleted the one-third split exception</b>, keeping the two-thirds merger exception	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>42nd / 44th Amendment</b>	The 42nd added <i>socialist, secular, integrity</i> and inserted <b>43A</b>; the 44th removed the right to property and protected Articles <b>20 and 21</b> in emergencies	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Eleventh / Twelfth Schedule</b>	<b>29</b> subjects for Panchayats; <b>18</b> for Municipalities	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>CAG / CGA</b>	The <b>CAG audits</b> and is constitutional; the <b>Controller General of Accounts</b> maintains the accounts, inside the Ministry of Finance	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Consolidated Fund / Public Account</b>	Withdrawals from the Consolidated Fund need <b>parliamentary appropriation</b>; the Public Account holds moneys held <b>in trust</b> — including <b>provident funds</b> — and needs none	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>CRR / SLR</b>	CRR is held <b>with the RBI</b> and earns <b>nothing</b>; SLR is held <b>by the bank itself</b> in specified assets and does earn. <b>The location of the reserve is the discriminator</b> — F4.2	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Repo / MSF / SDF</b>	MSF is the <b>ceiling</b> of the corridor, repo the policy rate, <b>SDF the floor</b> — and the SDF is <b>uncollateralised</b>, which is its defining feature — F4.2	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Fiscal / revenue deficit</b>	Fiscal deficit is total expenditure less total receipts <b>excluding borrowings</b>. Omit those two words and the definition becomes trivially zero — F4.3	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Fiscal / primary deficit</b>	Primary deficit is fiscal deficit <b>minus interest payments</b>, and is therefore <b>smaller</b>. Store the <b>ordering</b> as its own fact — T-20 — F4.3	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>GDP / GVA</b>	GVA = GDP <b>minus product taxes plus product subsidies</b>. Learn the <b>sign convention</b>, not the sentence — F4.1	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>WPI / CPI</b>	<b>WPI excludes services entirely</b>; CPI includes them, and CPI-Combined is the inflation-targeting index — F4.2	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>CPI-C / CPI-IW</b>	CPI-Combined is the NSO's inflation-target index; <b>CPI-IW is the Labour Bureau's, and is the basis of dearness allowance</b> — directly relevant to this post	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Devaluation / depreciation</b>	Devaluation is a <b>deliberate official act</b> under a fixed regime; depreciation is <b>market-driven</b> under a float	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Provision / reserve</b>	A provision is a <b>charge</b> against profit and is <b>mandatory even in a loss year</b>; a reserve is an <b>appropriation</b> and needs profit — F6.2	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Depletion / amortisation</b>	Depletion for <b>wasting natural resources</b>; amortisation for <b>intangibles</b>. Obsolescence is a <b>cause</b> of depreciation, not a parallel concept — F6.4	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>SLM / WDV</b>	SLM gives a <b>constant</b> charge and can reach zero; WDV gives a <b>falling</b> charge and never fully writes off — F6.4	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Vouching / verification</b>	Vouching examines evidence for a <b>transaction</b>; verification confirms <b>existence, ownership and value</b> of an asset. <b>Valuation sits inside verification, not vouching</b> — F6.7	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Internal check / internal audit</b>	Internal check is <b>built into the division of duties</b>; internal audit is a <b>separate appraisal</b>. Both sit <b>inside</b> internal control — F6.7	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Qualified / adverse opinion</b>	Qualified means true and fair <b>except</b> for stated matters; adverse means <b>not</b> true and fair. They are <b>not</b> synonyms — F6.7	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Cash flow / fund flow</b>	Cash flow tracks <b>cash and equivalents</b>; fund flow tracks changes in <b>working capital</b> — F6.5	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Laspeyres / Paasche</b>	<b>Base-year</b> weights and <b>current-year</b> weights. <i>L before P as base before current</i> — F6.8	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>SD / coefficient of variation</b>	SD carries the data's <b>units</b>; the CV is <b>unit-free</b> and is therefore the correct measure for comparing two series — F6.8	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Type I / Type II error</b>	Rejecting a <b>true</b> null; accepting a <b>false</b> null — F6.8	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Stratified / cluster sampling</b>	Stratified divides into <b>homogeneous strata</b> and samples within each; cluster selects <b>whole natural groups</b> — F6.8	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Indemnity / assurance</b>	Indemnity restores the <b>actual loss</b> and <b>does not apply to life insurance</b>; life assurance pays the <b>sum assured</b> in full. Subrogation and contribution likewise do not apply — F7.1	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Annie Besant / Sarojini Naidu</b>	First <b>woman</b> Congress president, 1917; first <b>Indian</b> woman, 1925. Different questions, eight years apart	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Dyarchy 1919 / 1935</b>	1919 introduced it <b>in the provinces</b>; 1935 <b>abolished it there</b> and introduced it <b>at the Centre</b>. Learn the <b>migration</b>, not the association	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
