#separator:tab
#html:true
#notetype:Cloze
#deck:APFC::1 Numbers and Dates
#tags column:3
BASE YEAR NOW 2022-23, NOT {{c1::2011-12}}	F4.1	APFC::M04::F4_1 syllabus::economy type::numbers
AGRICULTURE = ABOUT {{c1::45%}} OF JOBS	F4.1	APFC::M04::F4_1 syllabus::economy type::numbers
LAST PLAN = TWELFTH, {{c1::2012–17}}	F4.1	APFC::M04::F4_1 syllabus::economy type::numbers
NITI AAYOG = 1 JAN {{c1::2015}}	F4.1	APFC::M04::F4_1 syllabus::economy type::numbers
NITI DOES NOT GIVE MONEY. THE FINANCE COMMISSION DOES, UNDER ARTICLE {{c1::280}}	F4.1	APFC::M04::F4_1 syllabus::economy type::numbers
The "not correct" item. Nominal GDP can fall while real GDP rises, if prices fall enough — nominal = real × prices, so a {{c1::2%}} real rise with a 5% price fall gives a nominal fall. (a), (b) and (d) are all correct, (d) notably so: India's NFIA is normally negative	F4.1	APFC::M04::F4_1 syllabus::economy type::numbers
RBI — opened {{c1::1 April 1935}}	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
RBI — nationalised {{c1::1949}}	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
RBI — minimum reserve system since {{c1::1957}} — ₹200 crore, ₹115 crore in gold	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
RBI — minimum reserve system since 1957 — {{c1::₹200 crore}}, ₹115 crore in gold	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
MPC — external term {{c1::4 years}}, no reappointment	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
MPC — target CPI {{c1::4%}}, band ±2, so 2–6%	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
MPC — target CPI 4%, band ±2, so {{c1::2–6}}%	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
MPC — statutory basis: the RBI ACT {{c1::1934}} as amended (2016) — not the Banking Regulation Act, not FRBM	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
MPC — statutory basis: the RBI ACT 1934 as amended ({{c1::2016}}) — not the Banking Regulation Act, not FRBM	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
CORRIDOR — SDF replaced the reverse repo in {{c1::2022}} and is UNCOLLATERALISED	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
RATES — repo {{c1::5.25%}} (unchanged, 4th consecutive review, 62nd MPC, 3–5 Aug 2026)	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
RATES — repo 5.25% (unchanged, 4th consecutive review, 62nd MPC, {{c1::3–5}} Aug 2026)	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
RATES — MSF and Bank Rate {{c1::5.50%}}	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
CPI vs WPI — CPI retail, includes SERVICES, NSO/MoSPI, base {{c1::2012}}, heavy FOOD weight (near half), RBI's target since 2016	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
CPI vs WPI — CPI retail, includes SERVICES, NSO/MoSPI, base 2012, heavy FOOD weight (near half), RBI's target since {{c1::2016}}	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
CPI vs WPI — WPI wholesale, goods only NO services, Office of the Economic Adviser / Ministry of Commerce, base {{c1::2011-12}}	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
INFLATION READING — {{c1::2025-26}} about 2.1%, near the lower edge of the band	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
INFLATION READING — 2025-26 about {{c1::2.1%}}, near the lower edge of the band	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
INFLATION READING — {{c1::2026-27}} Q1 and Q2 near 4.0% and 4.2%	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
INFLATION READING — 2026-27 Q1 and Q2 near {{c1::4.0%}} and 4.2%	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
INFLATION READING — above {{c1::6%}} obliges a report to Parliament	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
BANKING — scheduled = {{c1::Second Schedule}}, RBI Act 1934	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
BANKING — scheduled = Second Schedule, RBI Act {{c1::1934}}	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
BANKING — {{c1::14}} nationalised 1969, 6 in 1980	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
BANKING — 14 nationalised {{c1::1969}}, 6 in 1980	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
BANKING — NPA = overdue beyond {{c1::90 days}}	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
BANKING — SARFAESI {{c1::2002}} enforces security without a court	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
BANKING — IBC {{c1::2016}}, NCLT for companies	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
BANKING — DICGC cover {{c1::₹5 lakh}}	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
BANKING — PSL {{c1::40%}} of ANBC, agriculture sub-target 18%	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
BANKING — PSL 40% of ANBC, agriculture sub-target {{c1::18%}}	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
INCLUSION — PMJDY {{c1::2014}}	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
RBI: ACT {{c1::1934}}	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
NATIONALISED {{c1::1949}}	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
TARGET {{c1::4%}} ± 2 » 2 TO 6%	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
TARGET 4% ± 2 » 2 TO {{c1::6%}}	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
IN THE RBI ACT {{c1::1934}}, AS AMENDED	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
MSF AND BANK RATE {{c1::5.50%}}	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
{{c1::1969}} = 14 BANKS	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
1969 = {{c1::14}} BANKS	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
{{c1::1980}} = 6 BANKS	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
NPA = {{c1::90}} DAYS	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
DICGC = {{c1::₹5}} LAKH	F4.2	APFC::M04::F4_2 syllabus::economy type::numbers
ARTICLES — {{c1::112}} Annual Financial Statement	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
ARTICLES — {{c1::110}} defines a Money Bill (Lok Sabha only, President's recommendation)	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
ARTICLES — {{c1::109}} Money Bill procedure, Rajya Sabha 14 days, may only recommend	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
ARTICLES — 109 Money Bill procedure, Rajya Sabha {{c1::14 days}}, may only recommend	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
ARTICLES — {{c1::113}} Demands for Grants	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
ARTICLES — {{c1::114}} Appropriation Bill	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
ARTICLES — {{c1::266}}(1) Consolidated Fund	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
ARTICLES — {{c1::266}}(2) Public Account	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
ARTICLES — {{c1::267}} Contingency Fund	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
ARTICLES — {{c1::148–151}} CAG	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
ARTICLES — {{c1::280}} Finance Commission	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
CONTROL — cut motions: policy ({{c1::₹1}}), economy (specified), token (₹100)	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
CONTROL — cut motions: policy (₹1), economy (specified), token ({{c1::₹100}})	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
BUDGET NUMBERS — FD {{c1::4.3%}} of GDP (2026-27 BE) vs 4.4% (2025-26 RE)	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
BUDGET NUMBERS — FD 4.3% of GDP ({{c1::2026-27}} BE) vs 4.4% (2025-26 RE)	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
BUDGET NUMBERS — total expenditure about {{c1::₹53.5 lakh}} crore	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
BUDGET NUMBERS — capex about {{c1::₹12.2 lakh}} crore, up 9%	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
BUDGET NUMBERS — capex about ₹12.2 lakh crore, up {{c1::9%}}	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
GST — {{c1::101st Amendment}} Act 2016, effective 1 July 2017	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
GST — 101st Amendment Act {{c1::2016}}, effective 1 July 2017	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
GST — NOW TWO MAIN SLABS {{c1::5%}} AND 18% from 22 Sept 2025 (56th Council meeting, 3 Sept 2025), 12% and 28% REMOVED, plus a 40% de-merit rate	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
GST — NOW TWO MAIN SLABS 5% AND {{c1::18%}} from 22 Sept 2025 (56th Council meeting, 3 Sept 2025), 12% and 28% REMOVED, plus a 40% de-merit rate	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
Income-tax Act {{c1::2025}} in force 1 April 2026, repealing the 1961 Act	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
Income-tax Act 2025 in force {{c1::1 April 2026}}, repealing the 1961 Act	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
INCOME TAX — about {{c1::536}} sections, 23 chapters	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
INCOME TAX — about 536 sections, {{c1::23}} chapters	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
FINANCE COMMISSION — {{c1::Article 280}}, appointed by the President, every five years	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
FINANCE COMMISSION — 16th: Arvind Panagariya, award {{c1::2026–31}}, share 41% (unchanged), ends revenue deficit grants, adds a GDP-contribution criterion	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
FINANCE COMMISSION — 16th: Arvind Panagariya, award 2026–31, share {{c1::41%}} (unchanged), ends revenue deficit grants, adds a GDP-contribution criterion	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
FINANCE COMMISSION — 14th = {{c1::42%}}, 15th = 41%, 16th = 41% — 42% is the superseded figure	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
FINANCE COMMISSION — 14th = 42%, 15th = {{c1::41%}}, 16th = 41% — 42% is the superseded figure	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
FRBM — Act {{c1::2003}}, effective 2004	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
FRBM — Act 2003, effective {{c1::2004}}	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
FRBM — N K Singh Committee ({{c1::2017}}) proposed a debt-to-GDP anchor	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
{{c1::110}} MONEY BILL DEFINED	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
{{c1::114}} APPROPRIATION	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
{{c1::267}} CONTINGENCY	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
{{c1::280}} FINANCE COMMISSION	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
FD {{c1::4.3%}} FOR 2026-27	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
FD 4.3% FOR {{c1::2026-27}}	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
{{c1::4.4%}} FOR 2025-26	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
4.4% FOR {{c1::2025-26}}	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
GST: TWO SLABS NOW — {{c1::5%}} AND 18%, PLUS 40% DE-MERIT. 12 AND 28 ARE GONE	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
GST: TWO SLABS NOW — 5% AND {{c1::18%}}, PLUS 40% DE-MERIT. 12 AND 28 ARE GONE	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
GST: 101st AMENDMENT {{c1::2016}}, LIVE 1 JULY 2017	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
GST: 101st AMENDMENT 2016, LIVE 1 JULY {{c1::2017}}	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
INCOME-TAX ACT {{c1::2025}}, LIVE 1 APRIL 2026. RATES UNCHANGED	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
INCOME-TAX ACT 2025, LIVE 1 APRIL {{c1::2026}}. RATES UNCHANGED	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
{{c1::42%}} IS THE OLD ANSWER	F4.3	APFC::M04::F4_3 syllabus::economy type::numbers
COMMITTEES IN ORDER — Dandekar and Rath ({{c1::1971}})	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
COMMITTEES IN ORDER — Alagh {{c1::1979}} — calories, 2,400 rural / 2,100 urban (the RURAL norm is the higher)	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
COMMITTEES IN ORDER — Alagh 1979 — calories, 2,{{c1::400}} rural / 2,100 urban (the RURAL norm is the higher)	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
COMMITTEES IN ORDER — Lakdawala {{c1::1993}} — State-specific lines, CPI-IW and CPI-AL	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
COMMITTEES IN ORDER — Tendulkar {{c1::2009}} — MPCE, mixed reference period, health and education included; ABANDONED calories	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
COMMITTEES IN ORDER — Rangarajan {{c1::2014}} — separate baskets, HIGHER estimates	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
MPI — {{c1::12}} indicators from NFHS	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
REFERENCE PERIODS — Usual Status = {{c1::365 days}}, LOWEST rate	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
REFERENCE PERIODS — Current Weekly = {{c1::7 days}}	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
SURVEY — PLFS, by the NSO under MoSPI, from {{c1::2017-18}}, now MONTHLY as well as quarterly and annual	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
LABOUR READING — UR about {{c1::5.1%}}	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
LABOUR READING — LFPR about {{c1::55.4%}} (Mar) and 54.4% (Jun)	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
LABOUR READING — LFPR about 55.4% (Mar) and {{c1::54.4%}} (Jun)	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
LABOUR READING — WPR about {{c1::52.6%}}	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
LABOUR READING — female LFPR about {{c1::34.4%}}	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
LABOUR READING — urban UR ({{c1::6.7%}}) EXCEEDS rural (4.2%)	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
LABOUR READING — urban UR (6.7%) EXCEEDS rural ({{c1::4.2%}})	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
RURAL EMPLOYMENT GUARANTEE — MGNREGA {{c1::2005}} REPLACED by the VB-G RAM G Act 2025	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
RURAL EMPLOYMENT GUARANTEE — MGNREGA 2005 REPLACED by the VB-G RAM G Act {{c1::2025}}	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
RURAL EMPLOYMENT GUARANTEE — passed {{c1::18–19}} Dec 2025, in force 1 JULY 2026	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
RURAL EMPLOYMENT GUARANTEE — passed 18–19 Dec {{c1::2025}}, in force 1 JULY 2026	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
RURAL EMPLOYMENT GUARANTEE — {{c1::125}} DAYS, not 100, per rural household	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
RURAL EMPLOYMENT GUARANTEE — 125 DAYS, not {{c1::100}}, per rural household	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
RURAL EMPLOYMENT GUARANTEE — carried over: legal guarantee, unemployment allowance if work not given in {{c1::15 days}}, one-third women, social audit by the Gram Sabha, demand-driven	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
RURAL EMPLOYMENT GUARANTEE — {{c1::100 days}} is now the SUPERSEDED answer	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
HDI — UNDP, Human Development Report, first {{c1::1990}}	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
HDI — GEOMETRIC mean (since {{c1::2010}}, punishes imbalance)	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
INEQUALITY — Lorenz curve — cumulative income against cumulative population, {{c1::45}}° line = equality	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
WELFARE — NFSA {{c1::2013}} legal entitlement to grain	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
WELFARE — PM-JAY {{c1::₹5 lakh}} per FAMILY per year	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
WELFARE — Atal Pension {{c1::₹1,000–5,000}} a month	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
WELFARE — Code on Social Security {{c1::2020}} brings in gig and platform workers	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
ALAGH {{c1::1979}} CALORIES (2400 RURAL, 2100 URBAN — RURAL IS HIGHER)	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
ALAGH 1979 CALORIES ({{c1::2400}} RURAL, 2100 URBAN — RURAL IS HIGHER)	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
LAKDAWALA {{c1::1993}}	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
TENDULKAR {{c1::2009}} (MPCE, DROPPED CALORIES)	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
RANGARAJAN {{c1::2014}} (HIGHER)	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
VB-G RAM G {{c1::2025}} REPLACED MGNREGA ON 1 JULY 2026: 125 DAYS, NOT 100	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
VB-G RAM G 2025 REPLACED MGNREGA ON 1 JULY {{c1::2026: 125}} DAYS, NOT 100	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
STILL A {{c1::15}}-DAY ALLOWANCE	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
HDI: UNDP, {{c1::1990}}, THREE DIMENSIONS, GEOMETRIC MEAN, 0 TO 1	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
PM-JAY = {{c1::₹5}} LAKH PER FAMILY PER YEAR	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
Lakdawala ({{c1::1993}}) » Tendulkar (2009) » Rangarajan (2014). Learn the sequence with Alagh (1979) at its head; chronology questions on this group are common because the four names are easy to confuse	F4.4	APFC::M04::F4_4 syllabus::economy type::numbers
DENOMINATORS — CBR, CDR per 1,{{c1::000}} POPULATION	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
DENOMINATORS — IMR per 1,{{c1::000}} LIVE BIRTHS	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
DENOMINATORS — MMR per 1,{{c1::00,000}} LIVE BIRTHS	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
DENOMINATORS — under-five per 1,{{c1::000}} live births	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
DENOMINATORS — sex ratio = FEMALES per 1,{{c1::000}} MALES	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
DENOMINATORS — child sex ratio {{c1::0–6}}	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
INDIA'S FERTILITY — BELOW replacement — SRS {{c1::2024: 1.9}}	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
INDIA'S FERTILITY — NFHS-{{c1::6: 2.0}}	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS — first {{c1::1872}} (Mayo, non-synchronous)	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS — first synchronous {{c1::1881}} (Ripon)	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
Census Act {{c1::1948}}	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS — Union List {{c1::Entry 69}}	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS {{c1::2011}} — still the latest completed — population about 121 crore	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS 2011 — still the latest completed — population about {{c1::121 crore}}	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS {{c1::2011}} — still the latest completed — growth 17.7%	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS 2011 — still the latest completed — growth {{c1::17.7%}}	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS {{c1::2011}} — still the latest completed — density 382	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS 2011 — still the latest completed — density {{c1::382}}	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS {{c1::2011}} — still the latest completed — sex ratio 943	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS 2011 — still the latest completed — sex ratio {{c1::943}}	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS {{c1::2011}} — still the latest completed — child sex ratio 919 (worse than the overall figure)	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS 2011 — still the latest completed — child sex ratio {{c1::919}} (worse than the overall figure)	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS {{c1::2011}} — still the latest completed — literacy about 74%	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS 2011 — still the latest completed — literacy about {{c1::74%}}	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS {{c1::2011}} — still the latest completed — most populous UP	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS {{c1::2011}} — still the latest completed — densest Bihar	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS {{c1::2011}} — still the latest completed — highest sex ratio Kerala (1,084)	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS 2011 — still the latest completed — highest sex ratio Kerala (1,{{c1::084}})	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS {{c1::2011}} — still the latest completed — lowest Haryana (879)	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS 2011 — still the latest completed — lowest Haryana ({{c1::879}})	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS {{c1::2027}} — Phase I houselisting April–Sept 2026	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS 2027 — Phase I houselisting April–Sept {{c1::2026}}	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS {{c1::2027}} — Phase II enumeration 9–28 Feb 2027	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS 2027 — Phase II enumeration {{c1::9–28}} Feb 2027	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS {{c1::2027}} — reference date 1 MARCH 2027, but 1 Oct 2026 for snow-bound areas, enumerated first	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS 2027 — reference date 1 MARCH {{c1::2027}}, but 1 Oct 2026 for snow-bound areas, enumerated first	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS {{c1::2027}} — first DIGITAL census, with self-enumeration	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS {{c1::2027}} — CASTE enumeration included (CCPA, 30 April 2025), first since 1931	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
CENSUS 2027 — CASTE enumeration included (CCPA, {{c1::30 April 2025}}), first since 1931	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
DIVIDEND — median age about {{c1::28–29}}	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
POPULATION POLICY — {{c1::1952}} — India the FIRST country with a national family planning programme	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
National Population Policy {{c1::2000}}	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
{{c1::1991}} REFORMS — trigger a balance of payments crisis	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
{{c1::1991}} REFORMS — Manmohan Singh under Narasimha Rao	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
{{c1::1991}} REFORMS — licensing abolished, devaluation, disinvestment	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
{{c1::1991}} REFORMS — FERA 1973 » FEMA 1999, regulation to management, criminal to civil	F4.5	APFC::M04::F4_5 syllabus::economy type::numbers
